"","n_versions","n_fixes","n_refact","n_authors","lines_added","max_lin_add","avg_lin_add","lines_rem","max_lin_rem","avg_lin_rem","code_churn","max_code_churn","avg_code_churn","age","weighted_age","class"
"817",13,2,0,4,52,18,4,56,31,430.769,-4,12,-0.307692,261.571,484.698,"NO_BUG"
"818",9,5,0,4,12,4,133.333,11,4,122.222,1,1,0.111111,224.857,769.405,"NO_BUG"
"819",36,5,0,6,670,83,186.111,337,71,936.111,333,82,9.25,354.571,805.139,"NO_BUG"
"820",99,5,0,8,1946,315,196.566,856,116,864.646,1090,315,110.101,220.714,498.048,"BUG"
"821",55,8,0,7,671,184,12.2,668,184,121.455,3,22,0.0545455,367,693.709,"NO_BUG"
"822",2,0,0,1,0,0,0,0,0,0,0,0,0,133.571,0,"BUG"
"823",35,8,0,6,957,285,273.429,276,86,788.571,681,285,194.571,239.571,121.797,"NO_BUG"
"824",17,4,0,5,478,226,281.176,487,226,286.471,-9,9,-0.529412,367,414.441,"NO_BUG"
"825",450,12,0,12,25117,1261,558.156,21204,1261,47.12,3913,429,869.556,367,965.124,"BUG"
"826",31,19,0,6,515,95,166.129,374,92,120.645,141,41,454.839,193,330.488,"NO_BUG"
"827",8,1,0,4,13,6,1.625,10,6,1.25,3,2,0.375,264.857,702.308,"NO_BUG"
"828",9,1,0,3,17,10,188.889,15,5,166.667,2,5,0.222222,131.857,154.958,"NO_BUG"
"829",74,7,0,9,423,44,571.622,352,50,475.676,71,17,0.959459,325,119.241,"NO_BUG"
"830",36,4,0,4,374,76,103.889,376,76,104.444,-2,13,-0.0555556,367,709.236,"NO_BUG"
"831",479,70,2,12,22297,2482,465.491,16639,2576,34.737,5658,459,118.121,367,129.576,"BUG"
"832",12,4,0,7,26,5,216.667,15,4,1.25,11,5,0.916667,282,903.571,"NO_BUG"
"833",239,14,0,12,13423,873,561.632,12995,896,543.724,428,103,179.079,367,549.122,"BUG"
"834",21,5,0,6,344,131,16.381,560,154,266.667,-216,9,-102.857,367,521.578,"NO_BUG"
"835",35,9,0,6,253,66,722.857,236,66,674.286,17,9,0.485714,367,99.738,"NO_BUG"
"836",6,2,0,3,39,36,6.5,37,34,616.667,2,2,0.333333,140.143,152.344,"NO_BUG"
"837",172,70,0,8,6871,959,399.477,3179,425,184.826,3692,836,214.651,264.857,166.729,"BUG"
"838",22,4,0,6,282,92,128.182,305,92,138.636,-23,4,-104.545,367,480.942,"NO_BUG"
"839",1,0,0,1,0,0,0,0,0,0,0,0,0,147.143,0,"NO_BUG"
"840",39,4,0,9,544,138,139.487,270,59,692.308,274,89,702.564,236,295.176,"NO_BUG"
"841",18,3,0,5,64,25,355.556,51,25,283.333,13,6,0.722222,367,936.473,"NO_BUG"
"842",2,0,0,1,58,58,29,16,16,8,42,42,21,205.714,147.143,"NO_BUG"
"843",9,4,0,3,28,9,311.111,29,10,322.222,-1,0,-0.111111,322.714,528.061,"NO_BUG"
"844",31,3,0,6,637,155,205.484,629,155,202.903,8,9,0.258065,367,749.388,"NO_BUG"
"845",46,5,0,7,480,224,104.348,826,320,179.565,-346,16,-752.174,279.571,48.9,"NO_BUG"
"846",63,5,0,9,926,258,146.984,829,302,131.587,97,35,153.968,367,978.383,"NO_BUG"
"847",171,14,0,10,6363,924,372.105,5607,935,327.895,756,156,442.105,367,124.878,"BUG"
"848",30,4,0,5,328,143,109.333,321,143,10.7,7,15,0.233333,367,394.787,"NO_BUG"
"849",15,4,0,5,203,74,135.333,53,19,353.333,150,74,10,207.143,104.215,"NO_BUG"
"850",34,2,0,7,243,47,714.706,245,51,720.588,-2,19,-0.0588235,243,266.238,"NO_BUG"
"851",217,57,0,9,26252,5690,120.977,25827,5690,119.018,425,328,195.853,367,933.903,"BUG"
"852",51,13,0,8,765,349,15,572,349,112.157,193,61,378.431,333.143,444.293,"BUG"
"853",21,4,0,5,293,73,139.524,151,38,719.048,142,46,67.619,281.143,348.649,"NO_BUG"
"854",29,20,0,3,2876,1767,991.724,4032,2292,139.034,-1156,428,-398.621,126.571,598.261,"BUG"
"855",35,16,0,6,209,27,597.143,195,39,557.143,14,14,0.4,264.857,468.776,"NO_BUG"
"856",30,4,0,4,168,30,5.6,165,30,5.5,3,9,0.1,367,47.159,"NO_BUG"
"857",54,6,0,8,373,95,690.741,550,95,101.852,-177,13,-327.778,367,852.539,"NO_BUG"
"858",12,2,0,3,36,7,3,10,4,0.833333,26,7,216.667,105,699.286,"NO_BUG"
"859",9,3,0,4,32,11,355.556,26,6,288.889,6,6,0.666667,244.714,252.679,"NO_BUG"
"860",14,4,0,5,18,4,128.571,18,4,128.571,0,0,0,238.429,458.175,"NO_BUG"
"861",15,4,0,5,297,131,19.8,31,12,206.667,266,131,177.333,218.857,130.702,"NO_BUG"
"862",21,3,0,4,192,37,914.286,52,11,247.619,140,36,666.667,227.571,109.219,"NO_BUG"
"863",14,5,0,6,19,4,135.714,40,23,285.714,-21,1,-1.5,236.143,101.602,"NO_BUG"
"864",10,3,0,6,152,67,15.2,14,4,1.4,138,67,13.8,240.857,547.462,"NO_BUG"
"865",2,0,0,1,9,9,4.5,0,0,0,9,9,4.5,147.143,957.143,"NO_BUG"
"866",16,5,0,5,55,9,34.375,51,9,31.875,4,4,0.25,322.714,658.883,"NO_BUG"
"867",16,3,0,7,151,39,94.375,174,99,10.875,-23,39,-14.375,193.571,30.017,"NO_BUG"
"868",44,6,0,7,326,98,740.909,306,98,695.455,20,11,0.454545,367,768.418,"NO_BUG"
"869",41,6,0,6,275,107,670.732,318,107,77.561,-43,24,-104.878,367,546.197,"NO_BUG"
"870",3,0,0,3,1,1,0.333333,1,1,0.333333,0,0,0,162.571,0,"NO_BUG"
"871",38,14,0,7,536,253,141.053,345,253,907.895,191,83,502.632,333.143,63.662,"NO_BUG"
"872",15,4,0,5,138,90,9.2,31,5,206.667,107,86,713.333,262,46.558,"NO_BUG"
"873",56,6,0,9,1654,573,295.357,2240,731,40,-586,14,-104.643,367,687.153,"NO_BUG"
"874",21,4,0,7,409,125,194.762,49,9,233.333,360,125,171.429,226,916.242,"NO_BUG"
"875",2,1,0,2,4,4,2,4,4,2,0,0,0,173,0.142857,"NO_BUG"
"876",1,1,0,1,0,0,0,0,0,0,0,0,0,605.714,0,"NO_BUG"
"877",18,4,0,7,119,24,661.111,40,10,222.222,79,24,438.889,295.143,929.208,"NO_BUG"
"878",41,13,0,7,631,227,153.902,379,227,92.439,252,90,614.634,333.143,704.743,"NO_BUG"
"879",48,6,0,8,490,54,102.083,539,74,112.292,-49,52,-102.083,329.143,136.203,"BUG"
"880",93,9,0,9,1212,205,130.323,1158,205,124.516,54,18,0.580645,367,109.407,"NO_BUG"
"881",11,3,0,5,43,27,390.909,44,30,4,-1,1,-0.0909091,245.857,91.814,"NO_BUG"
"882",116,17,0,7,3119,686,268.879,2283,686,19.681,836,190,72.069,367,866.224,"BUG"
"883",9,4,0,3,20,4,222.222,16,4,177.778,4,2,0.444444,229.714,263.143,"NO_BUG"
"884",30,8,0,7,231,120,7.7,312,120,10.4,-81,8,-2.7,343,533.006,"BUG"
"885",6,0,0,1,46,17,766.667,3,3,0.5,43,14,716.667,140.143,421.429,"NO_BUG"
"886",38,4,0,6,346,68,910.526,237,54,623.684,109,59,286.842,324.571,163.814,"BUG"
"887",31,4,0,7,242,95,780.645,238,95,767.742,4,9,0.129032,367,536.429,"NO_BUG"
"888",8,3,0,4,29,7,3.625,18,5,2.25,11,7,1.375,175,350.394,"NO_BUG"
"889",60,4,0,7,864,247,14.4,586,247,976.667,278,48,463.333,367,100.701,"NO_BUG"
"890",167,30,0,9,9461,891,566.527,8615,891,515.868,846,184,506.587,367,493.227,"BUG"
"891",15,6,0,4,240,204,16,238,204,158.667,2,3,0.133333,322.714,126.012,"BUG"
"892",7,4,0,3,11,4,157.143,18,9,257.143,-7,1,-1,123.857,341.169,"NO_BUG"
"893",22,4,0,4,555,179,252.273,64,12,290.909,491,179,223.182,226,552.844,"NO_BUG"
"894",40,15,0,7,380,151,9.5,235,151,5.875,145,59,3.625,333.143,696.068,"NO_BUG"
"895",124,14,0,5,4604,1294,37.129,4049,1294,326.532,555,170,447.581,367,541.314,"NO_BUG"
"896",37,13,0,7,344,128,92.973,199,128,537.838,145,59,391.892,333.143,731.208,"NO_BUG"
"897",6,4,0,3,7,4,116.667,7,4,116.667,0,0,0,213.857,55.449,"NO_BUG"
"898",72,5,0,9,1022,167,141.944,1141,167,158.472,-119,19,-165.278,367,860.914,"NO_BUG"
"899",73,8,0,7,947,197,129.726,932,197,127.671,15,39,0.205479,367,103.703,"NO_BUG"
"900",155,22,0,11,7314,1614,471.871,2435,365,157.097,4879,1581,314.774,322.714,124.661,"BUG"
"901",26,4,0,6,112,23,430.769,101,23,388.462,11,8,0.423077,367,111.855,"NO_BUG"
"902",53,7,0,8,551,146,103.962,517,146,975.472,34,14,0.641509,367,943.088,"NO_BUG"
"903",7,1,0,4,11,5,157.143,7,2,1,4,4,0.571429,170.571,496.623,"NO_BUG"
"904",65,8,0,8,578,75,889.231,318,84,489.231,260,27,4,248.571,495.704,"BUG"
"905",15,3,0,8,49,9,326.667,114,44,7.6,-65,2,-433.333,220.143,374.752,"NO_BUG"
"906",3,1,0,2,2,1,0.666667,8,7,266.667,-6,0,-2,113.857,109.786,"NO_BUG"
"907",43,10,0,8,523,180,121.628,524,180,12.186,-1,26,-0.0232558,367,986.651,"NO_BUG"
"908",63,4,0,7,1440,111,228.571,844,115,133.968,596,111,946.032,258,711.393,"BUG"
"909",181,15,0,8,3880,684,214.365,3657,788,202.044,223,215,123.204,367,565.994,"BUG"
"910",47,6,0,7,466,184,991.489,486,184,103.404,-20,8,-0.425532,367,424.421,"NO_BUG"
"911",8,1,0,2,35,27,4.375,41,18,5.125,-6,11,-0.75,105,469.633,"NO_BUG"
"912",23,4,0,5,374,98,162.609,46,12,2,328,98,142.609,226,381.207,"NO_BUG"
"913",82,9,0,8,2965,334,361.585,2913,334,355.244,52,98,0.634146,367,806.135,"BUG"
"914",28,4,0,5,170,58,607.143,168,58,6,2,6,0.0714286,367,678.765,"NO_BUG"
"915",459,40,0,10,16606,1450,361.787,11374,1450,24.78,5232,585,113.987,367,124.65,"BUG"
"916",45,7,0,5,662,164,147.111,802,190,178.222,-140,20,-311.111,367,553.455,"NO_BUG"
"917",26,4,0,8,162,25,623.077,172,59,661.538,-10,21,-0.384615,291,112.474,"NO_BUG"
"918",101,8,0,9,1134,223,112.277,1072,223,106.139,62,19,0.613861,367,632.878,"BUG"
"919",65,13,0,8,1524,259,234.462,832,259,12.8,692,196,106.462,333.143,894.058,"NO_BUG"
"920",39,4,0,7,278,63,712.821,275,63,705.128,3,10,0.0769231,367,771.454,"NO_BUG"
"921",21,4,0,5,215,75,102.381,213,75,101.429,2,11,0.0952381,367,474.591,"NO_BUG"
"922",25,6,0,4,267,71,10.68,241,71,9.64,26,28,1.04,367,107.064,"NO_BUG"
"923",7,2,0,5,47,20,671.429,47,15,671.429,0,8,0,231.571,596.231,"NO_BUG"
"924",4,1,0,3,127,70,31.75,1,1,0.25,126,70,31.5,158.714,147.795,"NO_BUG"
"925",73,13,0,7,2740,254,375.342,2537,254,347.534,203,57,278.082,367,373.137,"BUG"
"926",14,4,0,6,25,4,178.571,18,4,128.571,7,3,0.5,282,921.657,"NO_BUG"
"927",1,0,0,1,0,0,0,0,0,0,0,0,0,125.714,0,"NO_BUG"
"928",11,0,0,1,150,48,136.364,156,40,141.818,-6,21,-0.545455,133.143,275.962,"BUG"
"929",26,6,0,5,243,56,934.615,99,14,380.769,144,55,553.846,190.714,540.406,"BUG"
"930",14,4,0,8,115,48,821.429,405,196,289.286,-290,4,-207.143,220.143,123.304,"NO_BUG"
"931",50,16,0,7,520,174,10.4,307,174,6.14,213,75,4.26,333.143,72.406,"NO_BUG"
"932",40,11,0,7,654,164,16.35,324,164,8.1,330,77,8.25,333.143,840.767,"NO_BUG"
"933",14,4,0,4,55,13,392.857,29,5,207.143,26,9,185.714,328.571,366.545,"NO_BUG"
"934",165,15,0,8,2290,594,138.788,1878,594,113.818,412,70,249.697,367,88.614,"NO_BUG"
"935",9,4,0,6,27,15,3,18,6,2,9,9,1,281.571,121.439,"NO_BUG"
"936",17,11,0,2,196,93,115.294,126,48,741.176,70,60,411.765,124,139.424,"BUG"
"937",6,3,0,3,226,110,376.667,6,4,1,220,110,366.667,223.571,100.822,"NO_BUG"
"938",4,2,0,2,5,3,1.25,5,3,1.25,0,0,0,127,555.714,"NO_BUG"
"939",75,6,0,9,912,141,12.16,887,141,118.267,25,20,0.333333,367,701.057,"NO_BUG"
"940",3,1,0,3,5,4,166.667,5,4,166.667,0,0,0,177.143,345.714,"NO_BUG"
"941",7,2,0,3,27,10,385.714,26,9,371.429,1,1,0.142857,169.143,143.651,"NO_BUG"
"942",291,15,0,11,4847,924,166.564,4041,924,138.866,806,406,276.976,367,966.624,"BUG"
"943",72,9,0,9,1300,434,180.556,1296,434,18,4,128,0.0555556,346.571,538.768,"NO_BUG"
"944",2,1,0,2,4,4,2,4,4,2,0,0,0,177.714,485.714,"NO_BUG"
"945",131,7,0,10,3730,879,284.733,3780,893,28.855,-50,61,-0.381679,367,119.775,"BUG"
"946",39,5,0,7,539,229,138.205,570,229,146.154,-31,5,-0.794872,367,407.016,"NO_BUG"
"947",6,0,0,2,12,9,2,3,1,0.5,9,9,1.5,140.143,272.619,"NO_BUG"
"948",35,5,0,7,254,66,725.714,180,66,514.286,74,33,211.429,367,112.943,"NO_BUG"
"949",20,8,1,6,203,69,10.15,64,15,3.2,139,69,6.95,222.714,254.849,"NO_BUG"
"950",56,5,0,5,674,145,120.357,302,46,539.286,372,115,664.286,175.714,433.241,"NO_BUG"
"951",26,5,0,4,226,101,869.231,232,101,892.308,-6,6,-0.230769,367,54.665,"NO_BUG"
"952",113,15,0,8,3649,1009,32.292,2677,1009,236.903,972,271,860.177,367,853.402,"NO_BUG"
"953",48,4,0,7,261,67,54.375,217,67,452.083,44,10,0.916667,367,712.041,"NO_BUG"
"954",17,4,0,6,111,54,652.941,105,54,617.647,6,6,0.352941,367,654.633,"NO_BUG"
"955",30,5,0,6,140,47,466.667,112,47,373.333,28,7,0.933333,367,875.214,"NO_BUG"
"956",48,4,0,8,344,95,716.667,318,95,6.625,26,12,0.541667,367,527.965,"NO_BUG"
"957",47,8,0,10,699,97,148.723,324,49,689.362,375,68,797.872,220.143,544.605,"BUG"
"958",47,4,0,6,287,72,610.638,313,72,665.957,-26,6,-0.553191,367,490.383,"NO_BUG"
"959",25,4,0,5,184,63,7.36,181,63,7.24,3,6,0.12,367,646.483,"NO_BUG"
"960",39,10,0,7,984,257,252.308,197,49,505.128,787,257,201.795,239.571,163.291,"NO_BUG"
"961",68,6,0,9,503,47,739.706,439,56,645.588,64,40,0.941176,248.571,559.912,"BUG"
"962",61,11,0,7,450,77,737.705,285,77,467.213,165,35,270.492,367,110.808,"NO_BUG"
"963",189,86,0,12,6311,991,333.915,4457,991,23.582,1854,123,980.952,333.143,100.199,"BUG"
"964",34,5,0,5,287,92,844.118,221,92,6.5,66,54,194.118,367,107.619,"NO_BUG"
"965",4,3,0,2,6,4,1.5,6,4,1.5,0,0,0,185.571,326.905,"NO_BUG"
"966",3,3,0,1,2,1,0.666667,2,1,0.666667,0,0,0,168.857,56,"NO_BUG"
"967",4,2,0,3,11,10,2.75,1,1,0.25,10,10,2.5,136.143,207.013,"NO_BUG"
"968",35,7,0,6,667,198,190.571,99,12,282.857,568,198,162.286,239.571,128.297,"NO_BUG"
"969",71,5,0,9,863,149,121.549,560,84,788.732,303,96,426.761,278.857,137.885,"NO_BUG"
"970",7,1,0,5,28,15,4,72,68,102.857,-44,15,-628.571,132.143,737.755,"NO_BUG"
"971",19,2,0,5,242,65,127.368,199,108,104.737,43,45,226.316,136.571,12.768,"BUG"
"972",143,8,0,9,2802,441,195.944,1959,443,136.993,843,136,58.951,367,144.063,"BUG"
"973",113,11,0,8,2134,553,18.885,1731,553,153.186,403,93,356.637,331.857,102.769,"NO_BUG"
"974",72,7,0,9,921,208,127.917,394,80,547.222,527,208,731.944,223.571,533.802,"BUG"
"975",4,0,0,1,25,16,6.25,2,2,0.5,23,14,5.75,140.143,184.571,"NO_BUG"
"976",33,3,0,7,160,35,484.848,114,18,345.455,46,17,139.394,282,544.366,"NO_BUG"
"977",44,3,0,7,402,70,913.636,309,70,702.273,93,51,211.364,367,824.879,"NO_BUG"
"978",178,13,0,11,3899,491,219.045,2892,491,162.472,1007,220,56.573,367,137.097,"BUG"
"979",67,4,0,7,756,160,112.836,381,73,568.657,375,160,559.701,222.143,334.348,"NO_BUG"
"980",50,17,0,7,784,172,15.68,448,100,8.96,336,141,6.72,281.857,107.182,"NO_BUG"
"981",149,9,0,10,2389,507,160.336,1947,507,130.671,442,152,296.644,367,960.364,"BUG"
"982",18,3,0,4,106,23,588.889,26,6,144.444,80,23,444.444,227.571,922.237,"NO_BUG"
"983",22,4,0,5,105,32,477.273,88,32,4,17,11,0.772727,367,646.762,"NO_BUG"
"984",71,5,0,7,4282,1609,603.099,3119,728,439.296,1163,894,163.803,367,173.635,"NO_BUG"
"985",15,4,0,5,35,9,233.333,51,9,3.4,-16,0,-106.667,322.714,602.939,"NO_BUG"
"986",28,4,0,4,168,59,6,159,59,567.857,9,6,0.321429,367,527.798,"NO_BUG"
"987",65,19,0,7,1096,168,168.615,858,168,13.2,238,43,366.154,367,134.997,"NO_BUG"
"988",19,4,0,4,81,25,426.316,76,25,4,5,11,0.263158,367,607.372,"NO_BUG"
"989",86,14,0,8,2498,707,290.465,2331,707,271.046,167,129,194.186,367,104.837,"NO_BUG"
"990",18,4,0,4,124,32,688.889,125,32,694.444,-1,5,-0.0555556,367,695.184,"NO_BUG"
"991",64,8,0,10,1977,763,308.906,2315,879,361.719,-338,20,-528.125,367,561.353,"BUG"
"992",26,4,0,4,136,52,523.077,136,52,523.077,0,6,0,367,480.872,"NO_BUG"
"993",58,14,0,6,1017,246,175.345,1267,281,218.448,-250,45,-431.034,367,111.411,"NO_BUG"
"994",35,5,0,9,322,48,9.2,156,31,445.714,166,47,474.286,239.143,586.792,"NO_BUG"
"995",34,5,0,7,690,119,202.941,319,84,938.235,371,89,109.118,216,907.422,"BUG"
"996",3,3,0,1,32,27,106.667,3,2,1,29,26,966.667,657.143,495.536,"NO_BUG"
"997",51,8,0,10,2071,317,406.078,224,30,439.216,1847,315,362.157,219.857,807.057,"BUG"
